Controller,IAE,ITAE,DirectionalOvershoot20,DirectionalOvershoot35,SettlingTime35,SteadyError,SteadyFluctuation
MPC_baseline,0.572218415712262,3.573921005473087,3.920138505931437,3.533330903711700,2.456926642924175,0.003121725635212,0.005228369698208
MFAPC_final,0.643752054539099,3.608410402201008,3.237092435950441,0.268597050361604,2.355684074602805,0.000066560998806,0.004049153127444
MFAC_baseline,0.848028609289944,4.845816798249037,17.317001010533318,3.950738792094488,2.330863250668482,0.000559511117995,0.004480311745982
