Scenario,Description,Step0,Step20,Step35,Target20,Target35,IAE,ITAE,DirectionalOvershoot20,DirectionalOvershoot35,SettlingTime35,SteadyMean,SteadyError,SteadyFluctuation,Status,ErrorMessage
nominal_up,"Original 0.50 to 0.75 to 0.90 reference",0.5,0.25,0.15,0.75,0.9,0.658423920936118,4.39168875609905,0.879131197211436,0.253322571622546,2.46339080667464,0.900088633132046,8.86331320458789e-05,0.00439657932080195,success,
small_up,"Smaller increases: 0.50 to 0.65 to 0.75",0.5,0.15,0.1,0.65,0.75,0.389920671691705,2.85575702410138,0.954400003924293,0.275181913803291,2.29488918532354,0.750061888461432,6.18884614318471e-05,0.00404199679060246,success,
high_output_up,"Higher final output: 0.50 to 0.80 to 0.95",0.5,0.3,0.15,0.8,0.95,0.86118439904067,4.89415120019418,5.41354534399299,0.250469084795991,2.43038686884881,0.95009632736331,9.63273633094452e-05,0.0047372376131638,success,
large_middle_small_final,"Large 20 s increase, then a small increase to 0.90",0.5,0.35,0.05,0.85,0.9,0.950706776164083,3.14153332369306,10.3419468694382,0.232127781111862,1.61044385604807,0.900090547442089,9.05474420888064e-05,0.00423211112286126,success,
rise_then_drop,"Increase to 0.75, then decrease to 0.60",0.5,0.25,-0.15,0.75,0.6,0.654342350425789,4.30296429773782,0.879131197211436,0.288873742674315,2.7959407226889,0.600029687181159,2.96871811592547e-05,0.00341558459246172,success,
small_rise_then_drop,"Increase to 0.65, then decrease to 0.55",0.5,0.15,-0.1,0.65,0.55,0.389666845815116,2.85123786208459,0.954400003924293,0.311607208161621,2.53905300803287,0.550032282412799,3.22824127994004e-05,0.00347140932477019,success,
